UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,200042326,01/05/2020,3660 CAMP CREEK PKWY SW   ,414,Princeton Lakes,P,33.65486,-84.50787,
LARCENY-FROM VEHICLE,200050017,01/05/2020,340 PHARR RD,206,Garden Hills,B,33.83702,-84.37636,
LARCENY-FROM VEHICLE,200050102,01/05/2020,2461 METROPOLITAN PKWY SW,309,Perkerson,X,33.68783,-84.40888,
LARCENY-FROM VEHICLE,200050243,01/05/2020,AUBURN AVE NE / BELL ST NE,510,Downtown,M,33.75553,-84.37942,
LARCENY-FROM VEHICLE,200050331,01/05/2020,612 LEE ST SW,401,West End,T,33.7388,-84.4136,
LARCENY-FROM VEHICLE,200050414,01/05/2020,1210 HOWELL MILL RD NW,501,Blandtown,D,33.78749,-84.41218,
LARCENY-FROM VEHICLE,200050468,01/05/2020,3180 PEACHTREE RD NE,208,Buckhead Forest,B,33.84183,-84.3759,
LARCENY-FROM VEHICLE,200050509,01/05/2020,641 W PEACHTREE ST NW,505,Midtown,E,33.77368,-84.38477,
LARCENY-FROM VEHICLE,200050525,01/05/2020,26 PEACHTREE CIR NE,502,Ansley Park,E,33.78963,-84.38298,
LARCENY-FROM VEHICLE,200050642,01/05/2020,3370 SOMERSET TRL SW,414,Huntington,P,33.66275,-84.52636,
LARCENY-FROM VEHICLE,200050696,01/05/2020,710 PEACHTREE ST NE @HOWELL HOUSE,505,Midtown,E,33.77407,-84.38526,
LARCENY-FROM VEHICLE,200050705,01/05/2020,425 PAGE AVE NE,608,Candler Park,N,33.76583,-84.33388,
LARCENY-FROM VEHICLE,200050794,01/05/2020,214 COLONIAL HOMES DR NW,205,Colonial Homes,C,33.81392,-84.39459,
LARCENY-FROM VEHICLE,200050853,01/05/2020,187 MOURY AVE SW,305,The Villages at Carver,Y,33.71449,-84.39138,
LARCENY-FROM VEHICLE,200050896,01/05/2020,17 BAKER ST NW,508,Downtown,M,33.76235,-84.38819,
LARCENY-FROM VEHICLE,200050917,01/05/2020,49 BOULEVARD SE,604,Sweet Auburn,M,33.75253,-84.3721,
LARCENY-FROM VEHICLE,200050944,01/05/2020,1450 LA FRANCE ST NE,609,Edgewood,O,33.76066,-84.34017,
LARCENY-FROM VEHICLE,200050969,01/05/2020,821 GRANT ST SE,605,Grant Park,W,33.73203,-84.37686,
LARCENY-FROM VEHICLE,200051006,01/05/2020,1371 KIMBERLY WAY SW,412,Ashley Courts,P,33.71771,-84.52315,
LARCENY-FROM VEHICLE,200051015,01/05/2020,218 MCAFEE ST NW,504,Downtown,M,33.76533,-84.39458,
LARCENY-FROM VEHICLE,200051025,01/05/2020,2193 PEACHTREE RD NE,211,,E,33.81411,-84.39144,
LARCENY-FROM VEHICLE,200051065,01/05/2020,1001 GARDEN VIEW DR NE,210,Pine Hills,B,33.84895,-84.34904,
LARCENY-FROM VEHICLE,200051079,01/05/2020,128 E ANDREWS DR NW,206,South Tuxedo Park,B,33.84251,-84.38311,
LARCENY-FROM VEHICLE,200051080,01/05/2020,158 DOUGLAS ST SE,611,Kirkwood,O,33.74847,-84.3193,
LARCENY-FROM VEHICLE,200051126,01/05/2020,1193 LEE ST SW,402,Oakland City,S,33.72261,-84.42302,
LARCENY-FROM VEHICLE,200051182,01/05/2020,1071 PIEDMONT AVE NE,502,Midtown,E,33.78385,-84.37868,
LARCENY-FROM VEHICLE,200051287,01/05/2020,830 WILLOUGHBY WAY,603,Old Fourth Ward,M,33.76585,-84.35999,
LARCENY-FROM VEHICLE,200051407,01/05/2020,256 MARIETTA ST NW,507,Downtown,M,33.76068,-84.3957,
LARCENY-FROM VEHICLE,200051568,01/05/2020,3861 ROSWELL RD NE,209,North Buckhead,B,33.8596,-84.37979,
LARCENY-FROM VEHICLE,200051850,01/05/2020,699 ARGONNE AVE NE,614,Midtown,E,33.77374,-84.37757,
LARCENY-FROM VEHICLE,200051927,01/05/2020,1739 CHESHIRE BRIDGE RD NE,613,Morningside/Lenox Park,F,33.80748,-84.36519,
LARCENY-NON VEHICLE,200051562,01/05/2020,573 MAIN ST,210,Lindbergh/Morosgo,B,33.82226,-84.36831,
LARCENY-NON VEHICLE,200051671,01/05/2020,320 LUCKIE ST NW,508,Downtown,M,33.7632,-84.39637,
LARCENY-NON VEHICLE,200051832,01/05/2020,3125 PIEDMONT RD NE,211,Peachtree Park,B,33.84169,-84.37027,
LARCENY-FROM VEHICLE,200051632,01/05/2020,2033 METROPOLITAN PKWY SW @STEWART-LAKEWOOD,306,Sylvan Hills,X,33.6992,-84.40946,
ROBBERY-COMMERCIAL,200050875,01/05/2020,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.77682,-84.40822,
ROBBERY-PEDESTRIAN,200060054,01/05/2020,204 WALKER STREET,507,Castleberry Hill,M,33.74816,-84.40298,
ROBBERY-PEDESTRIAN,200050313,01/05/2020,700 GARIBALDI ST SW,303,Mechanicsville,V,33.73581,-84.3989,
LARCENY-NON VEHICLE,200051368,01/05/2020,3040 PEACHTREE RD NW,206,Peachtree Heights West,B,33.83829,-84.38094,
LARCENY-NON VEHICLE,200051821,01/05/2020,537 OLIVER ST NW,506,English Avenue,L,33.76944,-84.41523,
AUTO THEFT,200050537,01/05/2020,2716 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75395,-84.47612,
AUTO THEFT,200050677,01/05/2020,805 MAGNOLIA WAY NW,102,Vine City,L,33.75823,-84.41405,
AUTO THEFT,200050844,01/05/2020,3843 JONESBORO RD SE,313,South River Gardens,Z,33.64933,-84.36635,
AUTO THEFT,200051057,01/05/2020,2429 BOLTON RD NW,103,Bolton,D,33.82065,-84.45537,
AUTO THEFT,200051136,01/05/2020,414 TODD ST SE,604,Sweet Auburn,M,33.75158,-84.37369,
AUTO THEFT,200051477,01/05/2020,533 WESTMEATH DR SW,404,Westview,T,33.74063,-84.44624,
AUTO THEFT,200051767,01/05/2020,3510 ROSWELL RD NW,206,South Tuxedo Park,B,33.85054,-84.38337,
AUTO THEFT,200051781,01/05/2020,3465 NORTHSIDE PKWY NW,202,Randall Mill,A,33.84958,-84.42962,
AUTO THEFT,200051798,01/05/2020,877 BERKSHIRE RD NE,613,Morningside/Lenox Park,F,33.79974,-84.3583,
AGG ASSAULT,200050948,01/05/2020,2470 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82236,-84.35173,
ROBBERY-PEDESTRIAN,200050580,01/05/2020,1732 WESTHAVEN DR SW,404,Cascade Avenue/Road,S,33.73235,-84.44454,
AGG ASSAULT,200050063,01/05/2020,559 MORGAN ST NE,603,Old Fourth Ward,M,33.76899,-84.36894,
AGG ASSAULT,200050312,01/05/2020,1008 BRADY AVE NW,501,Home Park,E,33.78225,-84.41391,
BURGLARY-RESIDENCE,200050507,01/05/2020,60 STRATFORD PL NE,209,North Buckhead,B,33.86678,-84.35926,
BURGLARY-RESIDENCE,200051230,01/05/2020,868 PENN AVE NE,505,Midtown,E,33.77843,-84.37876,
BURGLARY-RESIDENCE,200051826,01/05/2020,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77248,-84.37857,
BURGLARY-RESIDENCE,200050111,01/05/2020,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177,
BURGLARY-RESIDENCE,200050505,01/05/2020,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079,
AGG ASSAULT,200051613,01/05/2020,982 VIRGINIA AVE NE,601,Virginia Highland,F,33.78253,-84.35509,
BURGLARY-RESIDENCE,200040610,01/04/2020,2427 ROSE MILL CT SW,405,Florida Heights,I,33.7463,-84.46975,
BURGLARY-RESIDENCE,200040721,01/04/2020,777 MEMORIAL DR SE,606,Reynoldstown,N,33.74654,-84.36136,
BURGLARY-RESIDENCE,200040733,01/04/2020,500 NORTHSIDE CIR NW,207,Loring Heights,E,33.79724,-84.40668,
BURGLARY-RESIDENCE,200040762,01/04/2020,225 OAK DR,312,Glenrose Heights,Z,33.6683,-84.38616,
BURGLARY-RESIDENCE,200042345,01/04/2020,214 COLONIAL HOMES DR NW,205,Colonial Homes,C,33.81392,-84.39459,
BURGLARY-RESIDENCE,200042417,01/04/2020,1143 VILLAGE CT SE,606,Ormewood Park,W,33.74393,-84.3511,
BURGLARY-NONRES,200040803,01/04/2020,915 GLENWOOD AVE SE,607,Ormewood Park,W,33.73902,-84.3579,
BURGLARY-NONRES,200040813,01/04/2020,264 WILSON MILL RD SW,407,Wisteria Gardens,H,33.75596,-84.51408,
AGG ASSAULT,200042085,01/04/2020,2938 ELEANOR TER NW,112,Collier Heights,I,33.77854,-84.48378,
AGG ASSAULT,200042188,01/04/2020,1167 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.7636,-84.42601,
AGG ASSAULT,200042419,01/04/2020,1607 JONESBORO RD SE,307,Lakewood Heights,Y,33.70821,-84.38112,
ROBBERY-PEDESTRIAN,200041063,01/04/2020,855 E PACES FERRY RD NE,210,Lenox,B,33.84669,-84.35618,
ROBBERY-PEDESTRIAN,200042468,01/04/2020,1080 PEACHTREE ST NE,503,Midtown,E,33.78409,-84.38353,
AGG ASSAULT,200042386,01/04/2020,150 WALTON STREET,508,Downtown,M,33.75812,-84.39292,
ROBBERY-RESIDENCE,200040282,01/04/2020,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079,
ROBBERY-RESIDENCE,200042163,01/04/2020,2455 ANTWERP DR SE,310,Browns Mill Park,Z,33.68745,-84.38551,
AUTO THEFT,200041256,01/04/2020,570 BROWNWOOD AVE SE,612,East Atlanta,W,33.73877,-84.34781,
AUTO THEFT,200042076,01/04/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
AUTO THEFT,200040020,01/04/2020,1203 COLLIER RD NW,204,,C,33.81163,-84.42536,
AUTO THEFT,200040226,01/04/2020,855 PEACHTREE ST NE,505,Midtown,E,33.777,-84.38386,
AUTO THEFT,200040603,01/04/2020,1135 COLEMAN ST SW,302,Pittsburgh,V,33.724,-84.40417,
AUTO THEFT,200040660,01/04/2020,3405 EISENHOWER CIR SE,313,South River Gardens,Z,33.65914,-84.35636,
AUTO THEFT,200040839,01/04/2020,1417 LAVENDER DR NW,105,Hunter Hills,K,33.76148,-84.43426,
AUTO THEFT,200040889,01/04/2020,1326 GLENWOOD AVE SE,612,East Atlanta,W,33.74045,-84.34411,
AUTO THEFT,200040911,01/04/2020,1050 LENOX PARK BLVD NE,210,Pine Hills,B,33.85016,-84.34846,
AUTO THEFT,200041353,01/04/2020,396 PIEDMONT AVE NE,509,Downtown,M,33.76526,-84.38216,
AUTO THEFT,200041536,01/04/2020,391 RALPH MCGILL BLVD NE,604,Old Fourth Ward,M,33.76391,-84.37471,
AUTO THEFT,200042244,01/04/2020,4233 ROSWELL RD NE,209,North Buckhead,B,33.87001,-84.38059,
AUTO THEFT,200042264,01/04/2020,85 MOUNT ZION RD SE,312,Glenrose Heights,Z,33.67269,-84.38678,
LARCENY-NON VEHICLE,200040630,01/04/2020,936 MYRTLE ST NE,503,Midtown,E,33.78008,-84.37961,
LARCENY-NON VEHICLE,200041055,01/04/2020,3200 HOWELL MILL RD NW ,201,,C,33.84206,-84.42862,
LARCENY-FROM VEHICLE,200040218,01/04/2020,2069 CHESHIRE BRIDGE RD NE,612,Lindridge/Martin Manor,F,33.81148,-84.35523,
LARCENY-FROM VEHICLE,200041130,01/04/2020,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593,
LARCENY-FROM VEHICLE,200041409,01/04/2020,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075,
LARCENY-NON VEHICLE,200041581,01/04/2020,307 RICHARDSON ST SW,303,Mechanicsville,V,33.74084,-84.39767,
LARCENY-NON VEHICLE,200040188,01/04/2020,1001 GARDEN VIEW DR NE,210,Pine Hills,B,33.84895,-84.34904,
LARCENY-NON VEHICLE,200040624,01/04/2020,255 COURTLAND ST NE,509,Downtown,M,33.76139,-84.38406,
LARCENY-NON VEHICLE,200041296,01/04/2020,1965 RAMBLING DR SW,306,Sylvan Hills,X,33.70111,-84.40548,
LARCENY-NON VEHICLE,200041229,01/04/2020,2479 PEACHTREE RD NE,211,Peachtree Hills,B,33.8225,-84.38652,
LARCENY-FROM VEHICLE,200040023,01/04/2020,1025 HOWELL MILL RD NW,501,Home Park,E,33.78285,-84.41126,
LARCENY-FROM VEHICLE,200040068,01/04/2020,264 PHARR RD NE,206,Buckhead Village,B,33.83732,-84.3786,
LARCENY-FROM VEHICLE,200040180,01/04/2020,3137 LAKEWOOD AVE SW,306,Sylvan Hills,X,33.69751,-84.42089,
LARCENY-FROM VEHICLE,200040224,01/04/2020,469 MARIETTA ST NW,504,Downtown,M,33.76564,-84.39669,
LARCENY-FROM VEHICLE,200040338,01/04/2020,398 14TH ST NW,501,Home Park,E,33.78593,-84.40025,
LARCENY-FROM VEHICLE,200040376,01/04/2020,448 MORELAND AVE NE,602,Inman Park,N,33.76654,-84.34916,
LARCENY-FROM VEHICLE,200040379,01/04/2020,30 IVAN ALLEN JR BLVD NW,508,Downtown,M,33.76444,-84.3884,
LARCENY-FROM VEHICLE,200040559,01/04/2020,111 CONE ST NW,508,Downtown,M,33.75798,-84.38969,
LARCENY-FROM VEHICLE,200040613,01/04/2020,3645 SOUTHSIDE INDUSTRIAL PKWY SE,313,Blair Villa/Poole Creek,Z,33.65926,-84.37442,
LARCENY-FROM VEHICLE,200040702,01/04/2020,460 FRASER ST SE,304,Summerhill,V,33.74227,-84.38607,
LARCENY-FROM VEHICLE,200040797,01/04/2020,1074 SEABOARD AVE NE,606,Reynoldstown,N,33.75813,-84.35121,
LARCENY-FROM VEHICLE,200040799,01/04/2020,134 BAKER ST NE,509,Downtown,M,33.76241,-84.38307,
LARCENY-FROM VEHICLE,200040945,01/04/2020,3443 KINGSBORO RD NE,210,Buckhead Heights,B,33.8496,-84.35792,
LARCENY-FROM VEHICLE,200041011,01/04/2020,300 N HIGHLAND AVE,601,Inman Park,N,33.76284,-84.35859,
LARCENY-FROM VEHICLE,200041107,01/04/2020,640 MEANS ST NW,504,Marietta Street Artery,E,33.77543,-84.40714,
LARCENY-FROM VEHICLE,200041145,01/04/2020,3460 KINGSBORO RD NE,210,Buckhead Heights,B,33.85017,-84.3577,
LARCENY-FROM VEHICLE,200041195,01/04/2020,200 EDGEWOOD AVE NE,510,Downtown,M,33.75479,-84.38102,
LARCENY-FROM VEHICLE,200041225,01/04/2020,530 CHATTAHOOCHEE ROW NW,204,Underwood Hills,D,33.80451,-84.42949,
LARCENY-FROM VEHICLE,200041233,01/04/2020,955 JUNIPER ST NE,503,Midtown,E,33.78083,-84.38246,
LARCENY-FROM VEHICLE,200041257,01/04/2020,750 TERRY ST SE,304,Summerhill,V,33.73414,-84.38468,
LARCENY-FROM VEHICLE,200041267,01/04/2020,2122 MCLENDON AVE NE,608,Lake Claire,N,33.76581,-84.31801,
LARCENY-FROM VEHICLE,200041335,01/04/2020,1660 JOHNSON RD NW,106,Rockdale,G,33.78533,-84.43909,
LARCENY-FROM VEHICLE,200041478,01/04/2020,180 JACKSON ST NE @ATLANTA OVERLOOK AP,604,Sweet Auburn,M,33.75929,-84.37628,
LARCENY-FROM VEHICLE,200041547,01/04/2020,2011 BOLTON RD NW @PERRY HOME BRANCH,103,Riverside,D,33.8104,-84.47705,
LARCENY-FROM VEHICLE,200042302,01/04/2020,63 PEACHTREE CENTER AVE NE,510,Downtown,M,33.75631,-84.38561,
LARCENY-FROM VEHICLE,200042315,01/04/2020,3861 ROSWELL RD NE,209,North Buckhead,B,33.8596,-84.37979,
LARCENY-FROM VEHICLE,200042317,01/04/2020,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80121,-84.40791,
LARCENY-FROM VEHICLE,200042325,01/04/2020,123 MARIETTA STREET NW,508,Downtown,M,33.7579,-84.39351,
LARCENY-FROM VEHICLE,200042370,01/04/2020,199 MILLS ST NW,504,Downtown,M,33.76541,-84.39384,
LARCENY-FROM VEHICLE,200042437,01/04/2020,2143 PEACHTREE RD NE,207,,E,33.81262,-84.39195,
LARCENY-FROM VEHICLE,200042458,01/04/2020,737 MIAMI CIR NE,211,Lindbergh/Morosgo,B,33.83005,-84.36245,
LARCENY-NON VEHICLE,200040939,01/04/2020,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,200041072,01/04/2020,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
LARCENY-NON VEHICLE,200041288,01/04/2020,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,200041612,01/04/2020,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,200041625,01/04/2020,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921,
LARCENY-NON VEHICLE,200041654,01/04/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-FROM VEHICLE,200030121,01/03/2020,458 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75452,-84.37268,
LARCENY-FROM VEHICLE,200030243,01/03/2020,659 PEACHTREE ST NE @GEORGIAN TERRACE,505,Midtown,E,33.77258,-84.38449,
LARCENY-FROM VEHICLE,200030244,01/03/2020,611 AMAL DR SW,307,Amal Heights,Y,33.70809,-84.3981,
LARCENY-FROM VEHICLE,200030300,01/03/2020,223 PEACHTREE ST NE @WHITEHEAD BUILDING,509,Downtown,M,33.76023,-84.38746,
LARCENY-FROM VEHICLE,200030312,01/03/2020,2019 SANDLAKE DR SW,412,,P,33.69905,-84.54294,
LARCENY-FROM VEHICLE,200030385,01/03/2020,839 ATWOOD ST SW,402,Oakland City,S,33.73214,-84.42964,
LARCENY-FROM VEHICLE,200030393,01/03/2020,301 MEMORIAL DR SE,605,Grant Park,W,33.7465,-84.37767,
LARCENY-FROM VEHICLE,200030541,01/03/2020,2095 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69753,-84.4084,
LARCENY-FROM VEHICLE,200030757,01/03/2020,415 ARMOUR DR NE,212,,F,33.81267,-84.37412,
LARCENY-FROM VEHICLE,200030967,01/03/2020,4638 GREENBRIAR TRL SW,412,Greenbriar Village,P,33.70452,-84.53906,
LARCENY-FROM VEHICLE,200030970,01/03/2020,1141 SHERIDAN RD NE,212,Lindridge/Martin Manor,F,33.81986,-84.35045,
LARCENY-FROM VEHICLE,200030974,01/03/2020,1455 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.79579,-84.42575,
LARCENY-FROM VEHICLE,200031373,01/03/2020,511 8TH ST NE,614,Midtown,E,33.77928,-84.37032,
LARCENY-FROM VEHICLE,200031478,01/03/2020,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,
LARCENY-FROM VEHICLE,200031491,01/03/2020,44 KROG ST NE,602,Inman Park,N,33.75542,-84.36482,
LARCENY-FROM VEHICLE,200031517,01/03/2020,3535 PEACHTREE RD NE @TARGET - PEACHTREE,210,Lenox,B,33.85182,-84.3595,
LARCENY-FROM VEHICLE,200031539,01/03/2020,1160 MOORES MILL RD NW,201,Brandon,C,33.83133,-84.42498,
LARCENY-FROM VEHICLE,200031891,01/03/2020,761 COURTENAY DR NE,613,Morningside/Lenox Park,F,33.78998,-84.36176,
LARCENY-FROM VEHICLE,200031938,01/03/2020,1212 LANIER BLVD NE,613,Morningside/Lenox Park,F,33.78784,-84.35014,
LARCENY-FROM VEHICLE,200031961,01/03/2020,427 MORELAND AVE NE,608,Candler Park,N,33.76605,-84.34893,
LARCENY-FROM VEHICLE,200031973,01/03/2020,675 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.7729,-84.35241,
LARCENY-FROM VEHICLE,200031982,01/03/2020,1083 EUCLID AVE NE,602,Inman Park,N,33.76323,-84.35155,
LARCENY-FROM VEHICLE,200031984,01/03/2020,GLENWOOD AVE SE / JOSEPH AVE SE,612,East Atlanta,W,33.74016,-84.34689,
LARCENY-FROM VEHICLE,200032008,01/03/2020,781 ASHLAND AVE NE,602,Inman Park,N,33.75792,-84.36263,
LARCENY-FROM VEHICLE,200032057,01/03/2020,918 AUSTIN AVE NE,602,Inman Park,N,33.76204,-84.35725,
LARCENY-FROM VEHICLE,200032123,01/03/2020,225 26TH ST NW,207,Brookwood,E,33.80291,-84.39936,
LARCENY-FROM VEHICLE,200032208,01/03/2020,1784 PEACHTREE RD NW,207,Ardmore,E,33.80334,-84.39351,
LARCENY-FROM VEHICLE,200032209,01/03/2020,301 GRANT CIRCLE SE,605,Grant Park,W,33.72548,-84.37731,
LARCENY-FROM VEHICLE,200032213,01/03/2020,2345 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81906,-84.3513,
LARCENY-FROM VEHICLE,200032218,01/03/2020,1738 MACARTHUR BLVD NW,103,Bolton,D,33.81326,-84.4448,
LARCENY-FROM VEHICLE,200032264,01/03/2020,1136 CRESCENT AVE NE,503,Midtown,E,33.78575,-84.38451,
LARCENY-FROM VEHICLE,200032303,01/03/2020,1824 CHESHIRE BRIDGE RD NE,212,Morningside/Lenox Park,F,33.80931,-84.36303,
LARCENY-NON VEHICLE,200030214,01/03/2020,3771 ROSWELL RD NE,209,North Buckhead,B,33.8575,-84.38159,
LARCENY-NON VEHICLE,200030765,01/03/2020,923 LEE ST SW,401,West End,T,33.72991,-84.41607,
LARCENY-NON VEHICLE,200030810,01/03/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,200030887,01/03/2020,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921,
LARCENY-NON VEHICLE,200030890,01/03/2020,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,200030965,01/03/2020,829 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73833,-84.41502,
LARCENY-NON VEHICLE,200030986,01/03/2020,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
LARCENY-NON VEHICLE,200031061,01/03/2020,1981 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76486,-84.45174,
LARCENY-NON VEHICLE,200031172,01/03/2020,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
LARCENY-NON VEHICLE,200030926,01/03/2020,571 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73957,-84.4178,
LARCENY-NON VEHICLE,200031556,01/03/2020,171 AUBURN AVE NE @CITY WALK APARTMENTS,510,Downtown,M,33.75546,-84.38185,
LARCENY-FROM VEHICLE,200031233,01/03/2020,147 15TH ST NE,501,Midtown,E,33.78702,-84.38271,
LARCENY-FROM VEHICLE,200032244,01/03/2020,75 E WESLEY RD NE,206,Peachtree Heights East,B,33.82844,-84.38498,
LARCENY-NON VEHICLE,200030823,01/03/2020,981 KIRKWOOD AVE SE,606,Reynoldstown,N,33.75006,-84.35522,
LARCENY-NON VEHICLE,200031317,01/03/2020,1241 LUCILE AVE SW,401,West End,T,33.74253,-84.42835,
LARCENY-NON VEHICLE,200031618,01/03/2020,240 PEACHTREE ST NW @MERCHANDISE MART,508,Downtown,M,33.76056,-84.38835,
AUTO THEFT,200030445,01/03/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
AUTO THEFT,200030727,01/03/2020,2148 HILLS AVE NW,204,Underwood Hills,D,33.81403,-84.43102,
AUTO THEFT,200030733,01/03/2020,490 COLLIER RD NW,205,Collier Hills,C,33.81093,-84.40342,
AUTO THEFT,200031960,01/03/2020,3167 PEACHTREE RD NE,206,Buckhead Village,B,33.84031,-84.37588,
ROBBERY-PEDESTRIAN,200030052,01/03/2020,2 KIMBALL WAY SE,511,Downtown,M,33.75349,-84.38854,
ROBBERY-PEDESTRIAN,200031931,01/03/2020,1120 MORELAND DR SE,607,Custer/McDonough/Guice,W,33.7092,-84.3539,
AGG ASSAULT,200031403,01/03/2020,2920 WATERS RD SW,311,Glenrose Heights,Z,33.67529,-84.39466,
AGG ASSAULT,200031581,01/03/2020,1665 JONESBORO RD SE,307,Lakewood Heights,Y,33.70662,-84.37986,
ROBBERY-PEDESTRIAN,200030188,01/03/2020,2280  CAMPBELLTON ROAD,410,Campbellton Road,R,33.70413,-84.46269,
ROBBERY-RESIDENCE,200030050,01/03/2020,464 BISHOP ST NW,207,Loring Heights,E,33.79291,-84.40267,
BURGLARY-NONRES,200030842,01/03/2020,782 PEACHTREE ST NE,505,Midtown,E,33.77593,-84.38466,
BURGLARY-RESIDENCE,200030953,01/03/2020,668 SMITH ST SW,303,Mechanicsville,V,33.73676,-84.4007,
BURGLARY-RESIDENCE,200030123,01/03/2020,368 ANGIER AVE NE,603,Old Fourth Ward,M,33.76682,-84.37534,
BURGLARY-RESIDENCE,200031302,01/03/2020,2909 CAMPBELLTON RD SW,409,Southwest,R,33.69869,-84.48265,
BURGLARY-RESIDENCE,200031823,01/03/2020,565 GREENSFERRY AVE SW,101,The Villages at Castleberry Hill,T,33.74651,-84.40675,
BURGLARY-RESIDENCE,200031830,01/03/2020,1219 SWIMS VALLEY DR NW,202,Mt. Paran/Northside,A,33.87821,-84.42725,
AGG ASSAULT,200031981,01/03/2020,71 PEACHTREE ST NE @WOODRUFF PARK,510,Downtown,M,33.7552,-84.38858,
BURGLARY-RESIDENCE,200020832,01/02/2020,1003 WHITE ST SW,401,West End,T,33.73231,-84.42071,
BURGLARY-RESIDENCE,200020938,01/02/2020,1129 GRAYMONT DR SW,403,Oakland City,S,33.72441,-84.43674,
BURGLARY-RESIDENCE,200020940,01/02/2020,2401 EDGEWATER DR SW,406,Beecher Hills,I,33.73246,-84.46462,
BURGLARY-RESIDENCE,200021334,01/02/2020,777 MEMORIAL DR SE,606,Reynoldstown,N,33.74654,-84.36136,
BURGLARY-NONRES,200020493,01/02/2020,444 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76145,-84.3729,
BURGLARY-NONRES,200020684,01/02/2020,349 DECATUR ST SE,604,Sweet Auburn,M,33.74993,-84.37706,
BURGLARY-RESIDENCE,200021768,01/02/2020,1400 CAVE RD NW,202,Mt. Paran/Northside,A,33.86025,-84.43425,
AGG ASSAULT,200021664,01/02/2020,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742,
AGG ASSAULT,200020718,01/02/2020,262 ARTHUR LANGFORD JR PL,305,Joyland,Y,33.71412,-84.39753,
HOMICIDE,200021209,01/02/2020,12 BROAD ST SW,511,Downtown,M,33.75352,-84.39189,
AUTO THEFT,200020105,01/02/2020,1174 EUCLID AVE NE,602,Inman Park,N,33.76553,-84.34934,
AUTO THEFT,200020649,01/02/2020,1590 HOWELL MILL RD NW,207,Berkeley Park,D,33.79831,-84.4162,
AUTO THEFT,200020704,01/02/2020,383 RALPH MCGILL BLVD NE,604,Old Fourth Ward,M,33.76391,-84.37489,
AUTO THEFT,200021204,01/02/2020,777 MEMORIAL DR SE,606,Reynoldstown,N,33.74629,-84.36037,
AUTO THEFT,200021684,01/02/2020,3655 ROSWELL RD NE,209,North Buckhead,B,33.85547,-84.38135,
AUTO THEFT,200021716,01/02/2020,3777 PEACHTREE RD NE,210,Ridgedale Park,B,33.85712,-84.3489,
AUTO THEFT,200021999,01/02/2020,180 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73656,-84.39376,
